"Year","Month","RDHS","Cases"
2016,"September","Matale",135
2016,"September","N Eliya",25
2016,"September","Galle",288
2016,"September","Matara",115
2016,"September","Jaffna",121
2016,"September","Kilinochchi",3
2016,"September","Mannar",12
2016,"September","Vavuniya",20
2016,"September","Mulativu",7
2016,"September","Batticaloa",31
2016,"September","Ampara",20
2016,"September","Trincomalee",14
2016,"September","Kurunegala",125
2016,"September","Puttalam",47
2016,"September","Apura",70
2016,"September","Polonnaruwa",27
2016,"September","Badulla",127
2016,"September","Moneragala",46
2016,"September","Ratnapura",196
2016,"September","Kegalle",104
2016,"September","Kalmunai",32
2016,"October","Colombo",459
2016,"October","Gampaha",219
2016,"October","Kalutara",106
2016,"October","Kandy",165
2016,"October","Matale",78
2016,"October","N Eliya",18
2016,"October","Galle",236
2016,"October","Matara",82
2016,"October","Jaffna",91
2016,"October","Kilinochchi",5
2016,"October","Mannar",18
2016,"October","Vavuniya",12
2016,"October","Mulativu",7
2016,"October","Batticaloa",13
2016,"October","Ampara",7
2016,"October","Trincomalee",9
2016,"October","Kurunegala",67
2016,"October","Puttalam",17
2016,"October","Apura",28
2016,"October","Polonnaruwa",22
2016,"October","Badulla",200
2016,"October","Moneragala",18
2016,"October","Ratnapura",139
2016,"October","Kegalle",82
2016,"October","Kalmunai",57
2016,"November","Colombo",460
2016,"November","Gampaha",220
2016,"November","Kalutara",121
2016,"November","Kandy",112
2016,"November","Matale",66
2016,"November","N Eliya",12
2016,"November","Galle",281
2016,"November","Matara",86
2016,"November","Jaffna",135
2016,"November","Kilinochchi",1
2016,"November","Mannar",17
2016,"November","Vavuniya",5
2016,"November","Mulativu",7
2016,"November","Batticaloa",18
2016,"November","Ampara",4
2016,"November","Trincomalee",8
2016,"November","Kurunegala",110
2016,"November","Puttalam",26
2016,"November","Apura",30
2016,"November","Polonnaruwa",23
2016,"November","Badulla",105
2016,"November","Moneragala",29
2016,"November","Ratnapura",143
2016,"November","Kegalle",60
2016,"November","Kalmunai",131
2016,"December","Colombo",2377
2016,"December","Gampaha",1107
2016,"December","Kalutara",388
2016,"December","Kandy",301
2016,"December","Matale",123
2016,"December","N Eliya",31
2016,"December","Galle",681
2016,"December","Matara",191
2016,"December","Jaffna",441
2016,"December","Kilinochchi",10
2016,"December","Mannar",78
2016,"December","Vavuniya",33
2016,"December","Mulativu",12
2016,"December","Batticaloa",126
2016,"December","Ampara",29
2016,"December","Trincomalee",132
2016,"December","Kurunegala",260
2016,"December","Puttalam",80
2016,"December","Apura",60
2016,"December","Polonnaruwa",43
2016,"December","Badulla",150
2016,"December","Moneragala",67
2016,"December","Ratnapura",308
2016,"December","Kegalle",148
2016,"December","Kalmunai",348
2017,"January","Colombo",2734
2017,"January","Gampaha",1635
2017,"January","Kalutara",581
2017,"January","Kandy",252
2017,"January","Matale",129
2017,"January","Nuwara Eliya",50
2017,"January","Galle",872
2017,"January","Matara",431
2017,"January","Jaffna",625
2017,"January","Kilinochchi",55
2017,"January","Mannar",147
2017,"January","Vavuniya",58
2017,"January","Mulativu",37
2017,"January","Batticaloa",217
2017,"January","Ampara",51
2017,"January","Trincomalee",387
2017,"January","Kurunegala",403
2017,"January","Puttalam",196
2017,"January","Anuradhapura",166
2017,"January","Polonnaruwa",54
2017,"January","Badulla",226
2017,"January","Moneragala",97
2017,"January","Ratnapura",439
2017,"January","Kegalle",210
2017,"January","Kalmunai",574
2017,"February","Colombo",1900
2017,"February","Gampaha",1087
2017,"February","Kalutara",448
2017,"February","Kandy",207
2017,"February","Matale",103
2017,"February","Nuwara Eliya",32
2017,"February","Galle",567
2017,"February","Matara",382
2017,"February","Jaffna",478
2017,"February","Kilinochchi",84
2017,"February","Mannar",91
2017,"February","Vavuniya",76
2017,"February","Mulativu",32
2017,"February","Batticaloa",465
2017,"February","Ampara",51
2017,"February","Trincomalee",661
2017,"February","Kurunegala",381
2017,"February","Puttalam",132
2017,"February","Anuradhapura",147
2017,"February","Polonnaruwa",64
2017,"February","Badulla",130
2017,"February","Moneragala",97
2017,"February","Ratnapura",360
2017,"February","Kegalle",230
2017,"February","Kalmunai",294
2017,"March","Colombo",2467
2017,"March","Gampaha",1870
2017,"March","Kalutara",836
2017,"March","Kandy",369
2017,"March","Matale",145
2017,"March","Nuwara Eliya",42
2017,"March","Galle",424
2017,"March","Matara",337
2017,"March","Jaffna",863
2017,"March","Kilinochchi",35
2017,"March","Mannar",65
2017,"March","Vavuniya",143
2017,"March","Mulativu",21
2017,"March","Batticaloa",828
2017,"March","Ampara",59
2017,"March","Trincomalee",2114
2017,"March","Kurunegala",505
2017,"March","Puttalam",212
2017,"March","Anuradhapura",255
2017,"March","Polonnaruwa",98
2017,"March","Badulla",139
2017,"March","Moneragala",112
2017,"March","Ratnapura",507
2017,"March","Kegalle",377
2017,"March","Kalmunai",378
2017,"April","Colombo",2570
2017,"April","Gampaha",2072
2017,"April","Kalutara",739
2017,"April","Kandy",443
2017,"April","Matale",120
2017,"April","Nuwara Eliya",37
2017,"April","Galle",265
2017,"April","Matara",354
2017,"April","Jaffna",499
2017,"April","Kilinochchi",46
2017,"April","Mannar",90
2017,"April","Vavuniya",83
2017,"April","Mulativu",16
2017,"April","Batticaloa",1182
2017,"April","Ampara",72
2017,"April","Trincomalee",936
2017,"April","Kurunegala",629
2017,"April","Puttalam",318
2017,"April","Anuradhapura",193
2017,"April","Polonnaruwa",172
2017,"April","Badulla",167
2017,"April","Moneragala",126
2017,"April","Ratnapura",519
2017,"April","Kegalle",332
2017,"April","Kalmunai",197
2017,"May","Colombo",3333
2017,"May","Gampaha",3168
2017,"May","Kalutara",946
2017,"May","Kandy",862
2017,"May","Matale",165
2017,"May","Nuwara Eliya",57
2017,"May","Galle",394
2017,"May","Matara",488
2017,"May","Jaffna",301
2017,"May","Kilinochchi",21
2017,"May","Mannar",60
2017,"May","Vavuniya",65
2017,"May","Mulativu",27
2017,"May","Batticaloa",869
2017,"May","Ampara",75
2017,"May","Trincomalee",158
2017,"May","Kurunegala",1281
2017,"May","Puttalam",612
2017,"May","Anuradhapura",249
2017,"May","Polonnaruwa",160
2017,"May","Badulla",186
2017,"May","Moneragala",164
2017,"May","Ratnapura",1161
2017,"May","Kegalle",700
2017,"May","Kalmunai",162
2017,"June","Colombo",5372
2017,"June","Gampaha",4901
2017,"June","Kalutara",1248
2017,"June","Kandy",2314
2017,"June","Matale",436
2017,"June","Nuwara Eliya",94
2017,"June","Galle",623
2017,"June","Matara",581
2017,"June","Jaffna",288
2017,"June","Kilinochchi",21
2017,"June","Mannar",23
2017,"June","Vavuniya",81
2017,"June","Mulativu",37
2017,"June","Batticaloa",465
2017,"June","Ampara",105
2017,"June","Trincomalee",136
2017,"June","Kurunegala",2030
2017,"June","Puttalam",783
2017,"June","Anuradhapura",378
2017,"June","Polonnaruwa",190
2017,"June","Badulla",400
2017,"June","Moneragala",449
2017,"June","Ratnapura",1908
2017,"June","Kegalle",1945
2017,"June","Kalmunai",127
2017,"July","Colombo",7471
2017,"July","Gampaha",9039
2017,"July","Kalutara",2612
2017,"July","Kandy",3855
2017,"July","Matale",766
2017,"July","Nuwara Eliya",294
2017,"July","Galle",1072
2017,"July","Matara",1789
2017,"July","Jaffna",376
2017,"July","Kilinochchi",90
2017,"July","Mannar",23
2017,"July","Vavuniya",137
2017,"July","Mulativu",71
2017,"July","Batticaloa",273
2017,"July","Ampara",225
2017,"July","Trincomalee",154
2017,"July","Kurunegala",2300
2017,"July","Puttalam",1304
2017,"July","Anuradhapura",709
2017,"July","Polonnaruwa",320
2017,"July","Badulla",1220
2017,"July","Moneragala",569
2017,"July","Ratnapura",3175
2017,"July","Kegalle",2551
2017,"July","Kalmunai",197
2017,"August","Colombo",3620
2017,"August","Gampaha",3553
2017,"August","Kalutara",1477
2017,"August","Kandy",2354
2017,"August","Matale",534
2017,"August","Nuwara Eliya",159
2017,"August","Galle",877
2017,"August","Matara",1029
2017,"August","Jaffna",290
2017,"August","Kilinochchi",59
2017,"August","Mannar",5
2017,"August","Vavuniya",92
2017,"August","Mulativu",50
2017,"August","Batticaloa",197
2017,"August","Ampara",100
2017,"August","Trincomalee",99
2017,"August","Kurunegala",1487
2017,"August","Puttalam",1192
2017,"August","Anuradhapura",299
2017,"August","Polonnaruwa",104
2017,"August","Badulla",490
2017,"August","Moneragala",348
2017,"August","Ratnapura",1661
2017,"August","Kegalle",1684
2017,"August","Kalmunai",151
2017,"September","Colombo",1251
2017,"September","Gampaha",1246
2017,"September","Kalutara",663
2017,"September","Kandy",1090
2017,"September","Matale",167
2017,"September","Nuwara Eliya",39
2017,"September","Galle",364
2017,"September","Matara",403
2017,"September","Jaffna",341
2017,"September","Kilinochchi",30
2017,"September","Mannar",3
2017,"September","Vavuniya",52
2017,"September","Mulativu",23
2017,"September","Batticaloa",143
2017,"September","Ampara",62
2017,"September","Trincomalee",68
2017,"September","Kurunegala",576
2017,"September","Puttalam",419
2017,"September","Anuradhapura",96
2017,"September","Polonnaruwa",54
2017,"September","Badulla",273
2017,"September","Moneragala",300
2017,"September","Ratnapura",740
2017,"September","Kegalle",746
2017,"September","Kalmunai",128
2017,"October","Colombo",823
2017,"October","Gampaha",779
2017,"October","Kalutara",337
2017,"October","Kandy",821
2017,"October","Matale",177
2017,"October","Nuwara Eliya",27
2017,"October","Galle",160
2017,"October","Matara",174
2017,"October","Jaffna",593
2017,"October","Kilinochchi",17
2017,"October","Mannar",6
2017,"October","Vavuniya",48
2017,"October","Mulativu",12
2017,"October","Batticaloa",140
2017,"October","Ampara",41
2017,"October","Trincomalee",64
2017,"October","Kurunegala",368
2017,"October","Puttalam",501
2017,"October","Anuradhapura",77
2017,"October","Polonnaruwa",51
2017,"October","Badulla",148
2017,"October","Moneragala",357
2017,"October","Ratnapura",251
2017,"October","Kegalle",264
2017,"October","Kalmunai",159
2017,"November","Colombo",1131
2017,"November","Gampaha",1069
2017,"November","Kalutara",441
2017,"November","Kandy",884
2017,"November","Matale",178
2017,"November","Nuwara Eliya",22
2017,"November","Galle",254
2017,"November","Matara",166
2017,"November","Jaffna",509
2017,"November","Kilinochchi",28
2017,"November","Mannar",8
2017,"November","Vavuniya",97
2017,"November","Mulativu",16
2017,"November","Batticaloa",268
2017,"November","Ampara",31
2017,"November","Trincomalee",84
2017,"November","Kurunegala",733
2017,"November","Puttalam",1037
2017,"November","Anuradhapura",126
2017,"November","Polonnaruwa",59
2017,"November","Badulla",163
2017,"November","Moneragala",334
2017,"November","Ratnapura",189
2017,"November","Kegalle",229
2017,"November","Kalmunai",190
2017,"December","Colombo",595
2017,"December","Gampaha",431
2017,"December","Kalutara",81
2017,"December","Kandy",387
2017,"December","Matale",71
2017,"December","Nuwara Eliya",19
2017,"December","Galle",86
2017,"December","Matara",38
2017,"December","Jaffna",289
2017,"December","Kilinochchi",9
2017,"December","Mannar",5
2017,"December","Vavuniya",49
2017,"December","Mulativu",6
2017,"December","Batticaloa",184
2017,"December","Ampara",9
2017,"December","Trincomalee",23
2017,"December","Kurunegala",239
2017,"December","Puttalam",473
2017,"December","Anuradhapura",49
2017,"December","Polonnaruwa",14
2017,"December","Badulla",50
2017,"December","Moneragala",108
2017,"December","Ratnapura",56
2017,"December","Kegalle",32
2017,"December","Kalmunai",143
2018,"January","Colombo",1177
2018,"January","Gampaha",711
2018,"January","Kalutara",431
2018,"January","Kandy",481
2018,"January","Matale",139
2018,"January","Nuwara Eliya",23
2018,"January","Galle",76
2018,"January","Matara",136
2018,"January","Jaffna",637
2018,"January","Kilinochchi",38
2018,"January","Mannar",12
2018,"January","Vavuniya",71
2018,"January","Mulativu",10
2018,"January","Batticaloa",598
2018,"January","Ampara",24
2018,"January","Trincomalee",94
2018,"January","Kurunegala",505
2018,"January","Puttalam",537
2018,"January","Anuradhapura",107
2018,"January","Polonnaruwa",45
2018,"January","Badulla",76
2018,"January","Moneragala",185
2018,"January","Ratnapura",178
2018,"January","Kegalle",188
2018,"January","Kalmunai",573
2018,"February","Colombo",616
2018,"February","Gampaha",404
2018,"February","Kalutara",314
2018,"February","Kandy",271
2018,"February","Matale",69
2018,"February","Nuwara Eliya",16
2018,"February","Galle",38
2018,"February","Matara",120
2018,"February","Jaffna",310
2018,"February","Kilinochchi",30
2018,"February","Mannar",2
2018,"February","Vavuniya",46
2018,"February","Mulativu",2
2018,"February","Batticaloa",496
2018,"February","Ampara",14
2018,"February","Trincomalee",88
2018,"February","Kurunegala",309
2018,"February","Puttalam",270
2018,"February","Anuradhapura",120
2018,"February","Polonnaruwa",20
2018,"February","Badulla",39
2018,"February","Moneragala",120
2018,"February","Ratnapura",199
2018,"February","Kegalle",114
2018,"February","Kalmunai",230
2018,"March","Colombo",468
2018,"March","Gampaha",239
2018,"March","Kalutara",302
2018,"March","Kandy",178
2018,"March","Matale",68
2018,"March","Nuwara Eliya",10
2018,"March","Galle",15
2018,"March","Matara",94
2018,"March","Jaffna",200
2018,"March","Kilinochchi",27
2018,"March","Mannar",5
2018,"March","Vavuniya",42
2018,"March","Mulativu",2
2018,"March","Batticaloa",548
2018,"March","Ampara",14
2018,"March","Trincomalee",37
2018,"March","Kurunegala",175
2018,"March","Puttalam",124
2018,"March","Anuradhapura",54
2018,"March","Polonnaruwa",17
2018,"March","Badulla",23
2018,"March","Moneragala",81
2018,"March","Ratnapura",138
2018,"March","Kegalle",99
2018,"March","Kalmunai",120
2018,"April","Colombo",84
2018,"April","Gampaha",34
2018,"April","Kalutara",15
2018,"April","Kandy",30
2018,"April","Matale",11
2018,"April","Nuwara Eliya",4
2018,"April","Galle",0
2018,"April","Matara",13
2018,"April","Jaffna",17
2018,"April","Kilinochchi",2
2018,"April","Mannar",3
2018,"April","Vavuniya",3
2018,"April","Mulativu",0
2018,"April","Batticaloa",116
2018,"April","Ampara",1
2018,"April","Trincomalee",1
2018,"April","Kurunegala",30
2018,"April","Puttalam",1
2018,"April","Anuradhapura",0
2018,"April","Polonnaruwa",6
2018,"April","Badulla",4
2018,"April","Moneragala",8
2018,"April","Ratnapura",20
2018,"April","Kegalle",13
2018,"April","Kalmunai",25
2018,"May","Colombo",NA
2018,"May","Gampaha",NA
2018,"May","Kalutara",NA
2018,"May","Kandy",NA
2018,"May","Matale",NA
2018,"May","Nuwara Eliya",NA
2018,"May","Galle",NA
2018,"May","Matara",NA
2018,"May","Jaffna",NA
2018,"May","Kilinochchi",NA
2018,"May","Mannar",NA
2018,"May","Vavuniya",NA
2018,"May","Mulativu",NA
2018,"May","Batticaloa",NA
2018,"May","Ampara",NA
2018,"May","Trincomalee",NA
2018,"May","Kurunegala",NA
2018,"May","Puttalam",NA
2018,"May","Anuradhapura",NA
2018,"May","Polonnaruwa",NA
2018,"May","Badulla",NA
2018,"May","Moneragala",NA
2018,"May","Ratnapura",NA
2018,"May","Kegalle",NA
2018,"May","Kalmunai",NA
2018,"June","Colombo",NA
2018,"June","Gampaha",NA
2018,"June","Kalutara",NA
2018,"June","Kandy",NA
2018,"June","Matale",NA
2018,"June","Nuwara Eliya",NA
2018,"June","Galle",NA
2018,"June","Matara",NA
2018,"June","Jaffna",NA
2018,"June","Kilinochchi",NA
2018,"June","Mannar",NA
2018,"June","Vavuniya",NA
2018,"June","Mulativu",NA
2018,"June","Batticaloa",NA
2018,"June","Ampara",NA
2018,"June","Trincomalee",NA
2018,"June","Kurunegala",NA
2018,"June","Puttalam",NA
2018,"June","Anuradhapura",NA
2018,"June","Polonnaruwa",NA
2018,"June","Badulla",NA
2018,"June","Moneragala",NA
2018,"June","Ratnapura",NA
2018,"June","Kegalle",NA
2018,"June","Kalmunai",NA
2018,"July","Colombo",NA
2018,"July","Gampaha",NA
2018,"July","Kalutara",NA
2018,"July","Kandy",NA
2018,"July","Matale",NA
2018,"July","Nuwara Eliya",NA
2018,"July","Galle",NA
2018,"July","Matara",NA
2018,"July","Jaffna",NA
2018,"July","Kilinochchi",NA
2018,"July","Mannar",NA
2018,"July","Vavuniya",NA
2018,"July","Mulativu",NA
2018,"July","Batticaloa",NA
2018,"July","Ampara",NA
2018,"July","Trincomalee",NA
2018,"July","Kurunegala",NA
2018,"July","Puttalam",NA
2018,"July","Anuradhapura",NA
2018,"July","Polonnaruwa",NA
2018,"July","Badulla",NA
2018,"July","Moneragala",NA
2018,"July","Ratnapura",NA
2018,"July","Kegalle",NA
2018,"July","Kalmunai",NA
2018,"August","Colombo",NA
2018,"August","Gampaha",NA
2018,"August","Kalutara",NA
2018,"August","Kandy",NA
2018,"August","Matale",NA
2018,"August","Nuwara Eliya",NA
2018,"August","Galle",NA
2018,"August","Matara",NA
2018,"August","Jaffna",NA
2018,"August","Kilinochchi",NA
2018,"August","Mannar",NA
2018,"August","Vavuniya",NA
2018,"August","Mulativu",NA
2018,"August","Batticaloa",NA
2018,"August","Ampara",NA
2018,"August","Trincomalee",NA
2018,"August","Kurunegala",NA
2018,"August","Puttalam",NA
2018,"August","Anuradhapura",NA
2018,"August","Polonnaruwa",NA
2018,"August","Badulla",NA
2018,"August","Moneragala",NA
2018,"August","Ratnapura",NA
2018,"August","Kegalle",NA
2018,"August","Kalmunai",NA
2018,"September","Colombo",NA
2018,"September","Gampaha",NA
2018,"September","Kalutara",NA
2018,"September","Kandy",NA
2018,"September","Matale",NA
2018,"September","Nuwara Eliya",NA
2018,"September","Galle",NA
2018,"September","Matara",NA
2018,"September","Jaffna",NA
2018,"September","Kilinochchi",NA
2018,"September","Mannar",NA
2018,"September","Vavuniya",NA
2018,"September","Mulativu",NA
2018,"September","Batticaloa",NA
2018,"September","Ampara",NA
2018,"September","Trincomalee",NA
2018,"September","Kurunegala",NA
2018,"September","Puttalam",NA
2018,"September","Anuradhapura",NA
2018,"September","Polonnaruwa",NA
2018,"September","Badulla",NA
2018,"September","Moneragala",NA
2018,"September","Ratnapura",NA
2018,"September","Kegalle",NA
2018,"September","Kalmunai",NA
2018,"October","Colombo",NA
2018,"October","Gampaha",NA
2018,"October","Kalutara",NA
2018,"October","Kandy",NA
2018,"October","Matale",NA
2018,"October","Nuwara Eliya",NA
2018,"October","Galle",NA
2018,"October","Matara",NA
2018,"October","Jaffna",NA
2018,"October","Kilinochchi",NA
2018,"October","Mannar",NA
2018,"October","Vavuniya",NA
2018,"October","Mulativu",NA
2018,"October","Batticaloa",NA
2018,"October","Ampara",NA
2018,"October","Trincomalee",NA
2018,"October","Kurunegala",NA
2018,"October","Puttalam",NA
2018,"October","Anuradhapura",NA
2018,"October","Polonnaruwa",NA
2018,"October","Badulla",NA
2018,"October","Moneragala",NA
2018,"October","Ratnapura",NA
2018,"October","Kegalle",NA
2018,"October","Kalmunai",NA
2018,"November","Colombo",NA
2018,"November","Gampaha",NA
2018,"November","Kalutara",NA
2018,"November","Kandy",NA
2018,"November","Matale",NA
2018,"November","Nuwara Eliya",NA
2018,"November","Galle",NA
2018,"November","Matara",NA
2018,"November","Jaffna",NA
2018,"November","Kilinochchi",NA
2018,"November","Mannar",NA
2018,"November","Vavuniya",NA
2018,"November","Mulativu",NA
2018,"November","Batticaloa",NA
2018,"November","Ampara",NA
2018,"November","Trincomalee",NA
2018,"November","Kurunegala",NA
2018,"November","Puttalam",NA
2018,"November","Anuradhapura",NA
2018,"November","Polonnaruwa",NA
2018,"November","Badulla",NA
2018,"November","Moneragala",NA
2018,"November","Ratnapura",NA
2018,"November","Kegalle",NA
2018,"November","Kalmunai",NA
2018,"December","Colombo",NA
2018,"December","Gampaha",NA
2018,"December","Kalutara",NA
2018,"December","Kandy",NA
2018,"December","Matale",NA
2018,"December","Nuwara Eliya",NA
2018,"December","Galle",NA
2018,"December","Matara",NA
2018,"December","Jaffna",NA
2018,"December","Kilinochchi",NA
2018,"December","Mannar",NA
2018,"December","Vavuniya",NA
2018,"December","Mulativu",NA
2018,"December","Batticaloa",NA
2018,"December","Ampara",NA
2018,"December","Trincomalee",NA
2018,"December","Kurunegala",NA
2018,"December","Puttalam",NA
2018,"December","Anuradhapura",NA
2018,"December","Polonnaruwa",NA
2018,"December","Badulla",NA
2018,"December","Moneragala",NA
2018,"December","Ratnapura",NA
2018,"December","Kegalle",NA
2018,"December","Kalmunai",NA
