"XXVI GUARATIBA"," 147 371","  0","  0","  1","  6","  3","  8","  2","  3","  2","  5","  4","  14","  7","  18","  40","  50","  56","  63","  53","  43","  35","  41","  27","  16","  14","  5","  4","  5","  3","  0","  1","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  2","  535"
"GUARATIBA"," 131 065","0","0","1","0","1","5","1","1","0","3","2","1","2","6","18","29","24","32","26","25","15","14","12","9","8","2","3","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","  248"
"BARRA DE GUARATIBA"," 4 513","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  11"
"PEDRA DE GUARATIBA"," 11 793","0","0","0","5","2","3","0","2","2","2","1","13","5","12","21","20","32","31","26","18","20","25","14","7","6","3","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  276"
"ÁREA DE PLANEJAMENTO 5.3"," 358 475","  10","  2","  4","  5","  7","  16","  12","  1","  5","  8","  4","  11","  17","  39","  46","  60","  72","  88","  120","  68","  55","  63","  37","  27","  32","  27","  19","  13","  12","  7","  4","  3","  4","  3","  3","  3","  3","  0","  1","  1","  1","  1","  4","  1","  0","  3","  2","  1","  8","  5","  7","  22","  967"
"XIX SANTA CRUZ"," 358 475","  10","  2","  4","  5","  7","  16","  12","  1","  5","  8","  4","  11","  17","  39","  46","  60","  72","  88","  120","  68","  55","  63","  37","  27","  32","  27","  19","  13","  12","  7","  4","  3","  4","  3","  3","  3","  3","  0","  1","  1","  1","  1","  4","  1","  0","  3","  2","  1","  8","  5","  7","  22","  967"
"PACIÊNCIA"," 111 777","3","0","1","2","5","5","5","1","2","1","1","3","0","10","5","8","8","11","10","8","13","7","7","5","3","7","1","2","2","0","0","0","0","0","0","1","1","0","0","0","0","1","3","0","0","2","1","0","1","1","2","5","  154"
"SANTA CRUZ"," 202 045","7","1","2","1","2","10","6","0","3","7","3","8","15","24","35","42","51","62","90","37","29","44","19","20","23","17","16","7","8","6","3","3","4","3","2","2","2","0","1","1","1","0","1","1","0","1","1","0","5","4","4","12","  646"
"SEPETIBA"," 44 652","0","1","1","2","0","1","1","0","0","0","0","0","2","5","6","10","13","15","20","23","13","12","11","2","6","3","2","4","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","5","  167"
"IGNORADO","  0","5","0","1","7","6","18","30","17","9","31","23","25","6","35","18","36","101","33","24","23","22","18","23","17","15","16","22","9","20","5","4","16","9","40","10","8","8","5","4","18","13","18","7","5","7","6","6","4","5","28","13","34","  883"
"Fonte Informação Epidemiólogica: SINAN - S/SUBPAV/GERÊNCIA TÉCNICA DO SINAN - SMSDC/RJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fonte:Média Geométrica Anual de Crescimento com base nos Censos Demograficos 1991 e 2000-IBGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(1) O bairro do Vasco da Gama foi criado após a realização do Censo, assim os dados deverão ser obtidos em breve a partir da base de microdados;","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"obs: 1 - Foram classificados como Dengue todos os casos com exceção dos classificados como ""DESCARTADOS"".","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(*)Por convenção internacional as semanas epidemiológicas são contadas de domingo a sábado. A primeira semana do ano é aquela que contém o maior número de dias de janeiro e a última a que contém o maior número de dias de dezembro.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
