"XXVI GUARATIBA"," 147 371","  1","  1","  2","  5","  4","  10","  11","  8","  13","  5","  10","  13","  5","  11","  2","  6","  3","  7","  4","  3","  3","  3","  2","  1","  0","  0","  0","  1","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  3","  1","  2","  2","  145"
"GUARATIBA"," 131 065","1","1","0","4","3","9","7","2","9","1","4","5","3","7","1","4","2","4","3","3","3","1","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","2","  89"
"BARRA DE GUARATIBA"," 4 513","0","0","1","0","1","0","1","0","0","0","0","2","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  8"
"PEDRA DE GUARATIBA"," 11 793","0","0","1","1","0","1","3","6","4","4","6","6","2","3","1","1","1","2","1","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","  48"
"ÁREA DE PLANEJAMENTO 5.3"," 358 475","  0","  2","  27","  24","  29","  26","  44","  39","  32","  34","  49","  38","  21","  22","  8","  18","  8","  20","  9","  3","  1","  4","  2","  1","  0","  0","  1","  1","  1","  3","  0","  0","  0","  1","  0","  0","  0","  0","  1","  1","  0","  1","  1","  0","  0","  1","  8","  6","  3","  21","  13","  48","  572"
"XIX SANTA CRUZ"," 358 475","  0","  2","  27","  24","  29","  26","  44","  39","  32","  34","  49","  38","  21","  22","  8","  18","  8","  20","  9","  3","  1","  4","  2","  1","  0","  0","  1","  1","  1","  3","  0","  0","  0","  1","  0","  0","  0","  0","  1","  1","  0","  1","  1","  0","  0","  1","  8","  6","  3","  21","  13","  48","  572"
"PACIÊNCIA"," 111 777","0","0","1","2","9","6","9","8","5","11","9","12","6","1","1","6","2","2","0","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","1","0","9","6","36","  152"
"SANTA CRUZ"," 202 045","0","2","24","22","20","20","34","31","26","23","39","26","15","20","7","11","6","18","9","3","1","2","1","1","0","0","1","1","1","2","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","1","3","5","3","12","7","12","  412"
"SEPETIBA"," 44 652","0","0","2","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","  8"
"IGNORADO","  0","1","2","2","3","14","37","48","29","43","55","36","43","36","35","16","11","16","25","17","16","10","10","3","5","8","3","1","1","2","4","5","1","3","1","0","0","0","0","1","0","1","2","0","3","0","0","0","4","1","1","0","3","  558"
"Fonte Informação Epidemiólogica: SINAN - S/SUBPAV/GERÊNCIA TÉCNICA DO SINAN - SMSDC/RJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fonte:Média Geométrica Anual de Crescimento com base nos Censos Demograficos 1991 e 2000-IBGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(1) O bairro do Vasco da Gama foi criado após a realização do Censo, assim os dados deverão ser obtidos em breve a partir da base de microdados;","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"obs: 1 - Foram classificados como Dengue todos os casos com exceção dos classificados como ""DESCARTADOS"".","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(*)Por convenção internacional as semanas epidemiológicas são contadas de domingo a sábado. A primeira semana do ano é aquela que contém o maior número de dias de janeiro e a última a que contém o maior número de dias de dezembro.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
