"XXVI GUARATIBA"," 147 371","  8","  8","  2","  6","  10","  9","  16","  8","  4","  4","  3","  6","  2","  2","  2","  1","  2","  1","  0","  1","  2","  1","  1","  1","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  4","  109"
"GUARATIBA"," 131 065","7","7","2","5","9","9","16","8","3","4","2","4","2","2","2","1","2","1","0","1","1","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","4","  99"
"BARRA DE GUARATIBA"," 4 513","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"PEDRA DE GUARATIBA"," 11 793","0","0","0","1","1","0","0","0","1","0","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  8"
"ÁREA DE PLANEJAMENTO 5.3"," 358 475","  8","  6","  8","  7","  15","  13","  11","  5","  3","  2","  4","  0","  3","  1","  7","  2","  1","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  1","  0","  0","  0","  4","  105"
"XIX SANTA CRUZ"," 358 475","  8","  6","  8","  7","  15","  13","  11","  5","  3","  2","  4","  0","  3","  1","  7","  2","  1","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  1","  0","  0","  0","  4","  105"
"PACIÊNCIA"," 111 777","7","4","1","2","9","7","7","3","2","1","1","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","  51"
"SANTA CRUZ"," 202 045","0","2","3","0","3","5","2","2","1","1","3","0","1","1","6","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","  37"
"SEPETIBA"," 44 652","1","0","4","5","3","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  17"
"IGNORADO","  0","0","0","0","1","0","0","0","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","  7"
"Fonte Informação Epidemiólogica: SINAN - S/SUBPAV/GERÊNCIA TÉCNICA DO SINAN - SMSDC/RJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fonte:Média Geométrica Anual de Crescimento com base nos Censos Demograficos 1991 e 2000-IBGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(1) O bairro do Vasco da Gama foi criado após a realização do Censo, assim os dados deverão ser obtidos em breve a partir da base de microdados;","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"obs: 1 - Foram classificados como Dengue todos os casos com exceção dos classificados como ""DESCARTADOS"".","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(*)Por convenção internacional as semanas epidemiológicas são contadas de domingo a sábado. A primeira semana do ano é aquela que contém o maior número de dias de janeiro e a última a que contém o maior número de dias de dezembro.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
