"XXVI GUARATIBA"," 147 371","  2","  0","  0","  2","  2","  1","  1","  0","  2","  0","  2","  1","  0","  1","  1","  1","  5","  2","  0","  4","  2","  2","  1","  1","  0","  1","  2","  0","  0","  7","  4","  2","  2","  0","  1","  0","  1","  1","  0","  3","  1","  0","  2","  3","  1","  3","  5","  1","  7","  4","  2","  8","  94"
"GUARATIBA"," 131 065","1","0","0","1","1","1","1","0","1","0","1","0","0","1","1","0","2","1","0","2","1","2","0","1","0","1","0","0","0","6","4","1","1","0","1","0","1","1","0","3","1","0","2","1","1","3","5","1","3","3","0","5","  62"
"BARRA DE GUARATIBA"," 4 513","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  4"
"PEDRA DE GUARATIBA"," 11 793","1","0","0","1","0","0","0","0","1","0","1","1","0","0","0","1","2","1","0","2","0","0","0","0","0","0","2","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","4","1","2","3","  28"
"ÁREA DE PLANEJAMENTO 5.3"," 358 475","  2","  0","  1","  1","  0","  1","  2","  2","  1","  2","  2","  1","  0","  1","  1","  3","  0","  4","  3","  0","  2","  4","  3","  0","  1","  3","  1","  3","  1","  2","  2","  1","  0","  1","  1","  2","  2","  0","  3","  1","  2","  0","  1","  4","  3","  6","  8","  7","  12","  14","  14","  10","  141"
"XIX SANTA CRUZ"," 358 475","  2","  0","  1","  1","  0","  1","  2","  2","  1","  2","  2","  1","  0","  1","  1","  3","  0","  4","  3","  0","  2","  4","  3","  0","  1","  3","  1","  3","  1","  2","  2","  1","  0","  1","  1","  2","  2","  0","  3","  1","  2","  0","  1","  4","  3","  6","  8","  7","  12","  14","  14","  10","  141"
"PACIÊNCIA"," 111 777","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","3","0","1","1","0","0","2","2","0","1","2","0","0","0","0","1","0","0","0","0","1","0","0","2","0","1","0","0","1","1","1","1","2","3","1","3","3","  36"
"SANTA CRUZ"," 202 045","1","0","0","1","0","0","1","2","1","1","2","0","0","0","0","0","0","3","2","0","1","1","1","0","0","1","1","2","1","2","1","1","0","1","1","1","2","0","1","1","0","0","1","3","2","4","5","3","8","11","7","3","  80"
"SEPETIBA"," 44 652","0","0","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","2","1","2","4","4","  25"
"IGNORADO","  0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","1","1","0","0","0","0","0","1","0","0","0","1","1","5","0","3","2","1","  22"
"Fonte Informação Epidemiólogica: SINAN - S/SUBPAV/GERÊNCIA TÉCNICA DO SINAN - SMSDC/RJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fonte:Média Geométrica Anual de Crescimento com base nos Censos Demograficos 1991 e 2000-IBGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(1) O bairro do Vasco da Gama foi criado após a realização do Censo, assim os dados deverão ser obtidos em breve a partir da base de microdados;","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"obs: 1 - Foram classificados como Dengue todos os casos com exceção dos classificados como ""DESCARTADOS"".","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(*)Por convenção internacional as semanas epidemiológicas são contadas de domingo a sábado. A primeira semana do ano é aquela que contém o maior número de dias de janeiro e a última a que contém o maior número de dias de dezembro.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
