"SENADOR VASCONCELOS"," 31 178","5","5","12","3","7","4","13","7","12","23","8","15","16","37","32","33","36","23","24","28","7","22","4","21","4","3","2","2","2","3","2","4","3","0","0","1","1","3","1","3","1","3","1","1","1","2","2","0","2","4","4","8","  460"
"INHOAÍBA"," 82 006","16","30","26","29","21","25","21","24","44","80","82","83","141","129","100","77","62","25","20","10","12","14","1","3","5","1","6","2","2","3","0","2","0","0","1","0","0","1","0","0","0","0","0","1","2","0","0","1","1","5","3","11"," 1 122"
"COSMOS"," 76 489","2","9","14","5","5","14","12","24","38","63","86","73","111","89","76","65","37","20","14","6","5","11","1","9","3","1","2","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","2","0","  804"
"XXVI GUARATIBA"," 147 371","  10","  20","  23","  12","  27","  25","  35","  60","  83","  127","  204","  266","  451","  564","  446","  360","  270","  205","  145","  77","  48","  52","  14","  11","  10","  8","  3","  6","  5","  2","  6","  3","  1","  1","  0","  0","  4","  2","  1","  4","  0","  1","  1","  1","  1","  0","  3","  1","  4","  2","  7","  7"," 3 619"
"GUARATIBA"," 131 065","6","19","14","9","19","15","32","49","72","83","136","201","386","428","333","270","210","154","116","74","39","45","13","8","7","7","2","5","4","2","2","0","0","0","0","0","3","1","1","4","0","1","1","0","1","0","2","1","2","1","5","6"," 2 789"
"BARRA DE GUARATIBA"," 4 513","1","0","2","2","0","2","1","7","4","12","18","25","28","54","39","30","15","3","4","0","1","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","  255"
"PEDRA DE GUARATIBA"," 11 793","3","1","7","1","8","8","2","4","7","32","50","40","37","82","74","60","45","48","25","3","8","4","0","3","3","1","1","1","1","0","4","2","1","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","2","1","1","1","  575"
"ÁREA DE PLANEJAMENTO 5.3"," 358 475","  15","  15","  17","  15","  15","  15","  25","  33","  82","  136","  188","  303","  732","  967","  906","  790","  617","  301","  156","  66","  45","  39","  16","  13","  16","  7","  3","  3","  6","  13","  4","  4","  2","  2","  0","  0","  1","  1","  0","  0","  1","  1","  1","  0","  1","  0","  5","  2","  14","  9","  8","  6"," 5 617"
"XIX SANTA CRUZ"," 358 475","  15","  15","  17","  15","  15","  15","  25","  33","  82","  136","  188","  303","  732","  967","  906","  790","  617","  301","  156","  66","  45","  39","  16","  13","  16","  7","  3","  3","  6","  13","  4","  4","  2","  2","  0","  0","  1","  1","  0","  0","  1","  1","  1","  0","  1","  0","  5","  2","  14","  9","  8","  6"," 5 617"
"PACIÊNCIA"," 111 777","5","5","5","6","8","6","13","13","31","57","92","118","301","350","346","318","246","77","47","25","16","16","4","5","4","2","0","1","0","0","1","0","2","0","0","0","0","0","0","0","1","0","1","0","1","0","3","0","6","5","5","4"," 2 146"
"SANTA CRUZ"," 202 045","10","9","12","9","5","7","11","15","46","68","75","141","321","453","403","344","287","184","86","35","24","15","12","3","10","5","3","2","4","13","3","4","0","2","0","0","1","1","0","0","0","1","0","0","0","0","0","2","6","3","2","2"," 2 639"
"SEPETIBA"," 44 652","0","1","0","0","2","2","1","5","5","11","21","44","110","164","157","128","84","40","23","6","5","8","0","5","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","1","1","0","  832"
"IGNORADO","  0","2","2","3","1","1","3","7","6","7","27","36","35","73","68","62","57","31","15","12","5","3","1","2","1","4","0","0","0","0","1","0","1","0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","1","4","0","1","1","  477"
"Fonte Informação Epidemiólogica: SINAN - S/SUBPAV/GERÊNCIA TÉCNICA DO SINAN - SMSDC/RJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fonte:Média Geométrica Anual de Crescimento com base nos Censos Demograficos 1991 e 2000-IBGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(1) O bairro do Vasco da Gama foi criado após a realização do Censo, assim os dados deverão ser obtidos em breve a partir da base de microdados;","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"obs: 1 - Foram classificados como Dengue todos os casos com exceção dos classificados como ""DESCARTADOS"".","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(*)Por convenção internacional as semanas epidemiológicas são contadas de domingo a sábado. A primeira semana do ano é aquela que contém o maior número de dias de janeiro e a última a que contém o maior número de dias de dezembro.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
